objectid,stationcode,sampledate,fieldreplicate,sampletypecode,fieldsampleid,labsampleid,labbatch,analysisdate,labreplicate,matrixname,methodname,analytename,fractionname,unit,dilfactor,result,resqualcode,mdl,rl,qacode,expectedvalue,labagencycode,labresultcomments,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,login_owner,login_year,login_project,lastchangedate,submissionid,legacy,projectcode,chemistryresultsrecordid,chemistrybatchrecordid
55979,SMC18046,2013-06-24T07:00:00Z,1,Grab,SMC18046,3F25064-03,W3F1299,2013-06-28T23:34:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,290,=,0.56,2,None,-88,WKL,24/Jun/2013 12:05,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:59Z,5172,NA,NA,121338,4601
55980,SMC19945,2013-06-25T07:00:00Z,1,Grab,SMC19945,3F26062-01,W3F1299,2013-06-28T23:34:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,260,=,0.56,2,None,-88,WKL,25/Jun/2013 07:30,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:00Z,5172,NA,NA,121339,4601
55981,SMC19809,2013-06-25T07:00:00Z,1,Grab,SMC19809,3F26062-02,W3F1299,2013-06-28T23:34:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,230,=,0.56,2,None,-88,WKL,25/Jun/2013 09:50,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:00Z,5172,NA,NA,121340,4601
55982,SMC18545,2013-06-25T07:00:00Z,1,Grab,SMC18545,3F26062-03,W3F1299,2013-06-28T23:34:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,230,=,0.56,2,None,-88,WKL,25/Jun/2013 12:30,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:59Z,5172,NA,NA,121341,4601
55983,SMC10756,2013-06-26T07:00:00Z,1,Grab,SMC10756,3F26062-04,W3F1299,2013-06-28T23:34:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,240,=,0.56,2,None,-88,WKL,26/Jun/2013 07:30,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:52Z,5172,NA,NA,121342,4601
55984,SMC06079,2013-06-26T07:00:00Z,1,Grab,SMC06079,3F26062-05,W3F1299,2013-06-28T23:34:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,400,=,0.56,2,None,-88,WKL,26/Jun/2013 09:05,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:43Z,5172,NA,NA,121343,4601
55985,SMC06079,2013-06-26T07:00:00Z,2,Grab,SMC06079 (Dup),3F26062-06,W3F1299,2013-06-28T23:34:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,400,=,0.56,2,None,-88,WKL,26/Jun/2013 09:05,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:43Z,5172,NA,NA,121344,4601
55986,000NONPJ,2013-06-28T07:00:00Z,1,Grab,3F25049-01,W3F1299-DUP,W3F1299,2013-06-28T23:34:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,119,=,0.56,2,QAX,-88,WKL,"RPD 0.8, 28/Jun/2013 07:32",{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:32Z,5172,NA,NA,121345,4601
56620,LABQA,2013-07-19T07:00:00Z,1,LCS,W3G0745-BS1,W3G0745-BS,W3G0745,2013-07-19T23:30:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,253,=,0.56,2,None,250,WKL,"PR 101, 19/Jul/2013 16:00",{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:24Z,5172,NA,NA,121979,4616
56621,LABQA,2013-07-19T07:00:00Z,1,LabBlank,W3G0745-BLK1,W3G0745-BLK,W3G0745,2013-07-19T23:30:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,1.29,DNQ,0.56,2,None,-88,WKL,"J, 19/Jul/2013 16:00",{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:24Z,5172,NA,NA,121980,4616
56622,SMC20497,2013-07-16T07:00:00Z,1,Grab,SMC20497,3G16087-01,W3G0745,2013-07-19T23:30:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,300,=,0.56,2,None,-88,WKL,16/Jul/2013 08:10,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:27:01Z,5172,NA,NA,121981,4616
56623,000NONPJ,2013-07-19T07:00:00Z,1,Grab,3G16009-12,W3G0745-DUP,W3G0745,2013-07-19T23:30:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,71.5,=,0.56,2,QAX,-88,WKL,"RPD 6, 19/Jul/2013 16:00",{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:33Z,5172,NA,NA,121982,4616
56831,SMC09118,2013-05-22T07:00:00Z,1,Grab,WR216586,3E22071-01,WKL_W3E1119_W_pH,2013-05-23T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,None,1,8.41,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:49Z,5208,NA,NA,122190,4667
56832,SMC13214,2013-05-22T07:00:00Z,1,Grab,WR216589,3E22071-04,WKL_W3E1119_W_pH,2013-05-23T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,None,1,7.99,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:55Z,5208,NA,NA,122191,4667
56833,000NONPJ,2013-05-22T07:00:00Z,1,Grab,W3E1119-DUP1,W3E1119-DUP1,WKL_W3E1119_W_pH,2013-05-23T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,None,1,7.11,NA,0.1,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:25Z,5208,NA,NA,122192,4667
56834,LABQA,2013-05-22T07:00:00Z,1,Grab,W3E1119-DUP1,W3E1119-DUP1,WKL_W3E1119_W_pH,2013-05-23T07:00:00Z,2,samplewater,SM 4500-H+ B,pH,Total,None,1,7.20,NA,0.1,0.1,None,0,WKL,RPD 1,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,122193,4667
56835,LABQA,2013-05-22T07:00:00Z,1,LCS,W3E1119-BS1,W3E1119-BS1,WKL_W3E1119_W_pH,2013-05-23T07:00:00Z,1,labwater,SM 4500-H+ B,pH,Total,None,1,6.83,NA,0.1,0.1,None,6.86,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,122194,4667
56843,000NONPJ,2013-05-23T07:00:00Z,1,Grab,W3E1180-DUP1,W3E1180-DUP1,WKL_W3E1180_W_TURB,2013-05-23T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:25Z,5208,NA,NA,122202,4671
56844,000NONPJ,2013-05-23T07:00:00Z,1,Grab,W3E1180-DUP2,W3E1180-DUP2,WKL_W3E1180_W_TURB,2013-05-23T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:25Z,5208,NA,NA,122203,4671
56847,000NONPJ,2013-05-23T07:00:00Z,1,Grab,W3E1180-DUP1,W3E1180-DUP1,WKL_W3E1180_W_TURB,2013-05-23T07:00:00Z,2,samplewater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:25Z,5208,NA,NA,122206,4671
56848,000NONPJ,2013-05-23T07:00:00Z,1,Grab,W3E1180-DUP2,W3E1180-DUP2,WKL_W3E1180_W_TURB,2013-05-23T07:00:00Z,2,samplewater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:25Z,5208,NA,NA,122207,4671
56849,LABQA,2013-05-23T07:00:00Z,1,LabBlank,W3E1180-BLK1,W3E1180-BLK1,WKL_W3E1180_W_TURB,2013-05-23T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,122208,4671
56850,LABQA,2013-05-23T07:00:00Z,1,LCS,W3E1180-BS1,W3E1180-BS1,WKL_W3E1180_W_TURB,2013-05-23T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,11.0,NA,0.024,0.1,None,11,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,122209,4671
56965,SMC09118,2013-05-22T07:00:00Z,1,Grab,WR216586,3E22071-01,WKL_W3E1328_W_COND,2013-05-29T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,4,3000,NA,0.94,8,None,0,WKL,00:00 DF 4,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:50Z,5208,NA,NA,122324,4656
56966,SMC13214,2013-05-22T07:00:00Z,1,Grab,WR216589,3E22071-04,WKL_W3E1328_W_COND,2013-05-29T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,4,3300,NA,0.94,8,None,0,WKL,00:00 DF 4,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:55Z,5208,NA,NA,122325,4656
56967,000NONPJ,2013-05-29T07:00:00Z,1,Grab,W3E1328-DUP1,W3E1328-DUP1,WKL_W3E1328_W_COND,2013-05-29T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,1930,NA,0.47,4,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:26Z,5208,NA,NA,122326,4656
56968,LABQA,2013-05-29T07:00:00Z,1,LCS,W3E1328-BS1,W3E1328-BS1,WKL_W3E1328_W_COND,2013-05-29T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,202,NA,0.23,2,None,200,WKL,PR 101,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,122327,4656
56969,LABQA,2013-05-29T07:00:00Z,1,LabBlank,W3E1328-BLK1,W3E1328-BLK1,WKL_W3E1328_W_COND,2013-05-29T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,-88,ND,0.23,2,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,122328,4656
56970,000NONPJ,2013-05-29T07:00:00Z,1,Grab,W3E1328-DUP1,W3E1328-DUP1,WKL_W3E1328_W_COND,2013-05-29T07:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,2,1920,NA,0.47,4,DS,0,WKL,00:00 DF 2 RPD 0.5,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:26Z,5208,NA,NA,122329,4656
57419,000NONPJ,2013-06-04T07:00:00Z,1,Grab,W3F0133-DUP1,W3F0133-DUP1,WKL_W3F0133_W_pH,2013-06-04T07:00:00Z,2,samplewater,SM 4500-H+ B,pH,Total,None,1,8.11,NA,0.1,0.1,DS,0,WKL,RPD 2,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:26Z,5208,NA,NA,122778,4648
57420,LABQA,2013-06-04T07:00:00Z,1,LCS,W3F0133-BS1,W3F0133-BS1,WKL_W3F0133_W_pH,2013-06-04T07:00:00Z,1,labwater,SM 4500-H+ B,pH,Total,None,1,6.83,NA,0.1,0.1,None,6.86,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,122779,4648
57421,SMC13187,2013-06-04T07:00:00Z,1,Grab,WR217212,3F04071-01,WKL_W3F0133_W_pH,2013-06-04T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,None,1,8.16,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:54Z,5208,NA,NA,122780,4648
57422,SMC14211,2013-06-04T07:00:00Z,1,Grab,WR217215,3F04071-04,WKL_W3F0133_W_pH,2013-06-04T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,None,1,8.23,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:57Z,5208,NA,NA,122781,4648
57423,000NONPJ,2013-06-04T07:00:00Z,1,Grab,W3F0133-DUP1,W3F0133-DUP1,WKL_W3F0133_W_pH,2013-06-04T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,None,1,7.96,NA,0.1,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:26Z,5208,NA,NA,122782,4648
57575,000NONPJ,2013-06-05T07:00:00Z,1,Grab,W3F0208-DUP1,W3F0208-DUP1,WKL_W3F0208_W_TURB,2013-06-05T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,18.8,NA,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:26Z,5208,NA,NA,122934,4652
57576,000NONPJ,2013-06-05T07:00:00Z,1,Grab,W3F0208-DUP2,W3F0208-DUP2,WKL_W3F0208_W_TURB,2013-06-05T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:26Z,5208,NA,NA,122935,4652
57577,SMC13187,2013-06-04T07:00:00Z,1,Grab,WR217212,3F04071-01,WKL_W3F0208_W_TURB,2013-06-05T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.72,NA,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:55Z,5208,NA,NA,122936,4652
57578,SMC14211,2013-06-04T07:00:00Z,1,Grab,WR217215,3F04071-04,WKL_W3F0208_W_TURB,2013-06-05T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.37,NA,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:57Z,5208,NA,NA,122937,4652
57579,LABQA,2013-06-05T07:00:00Z,1,LabBlank,W3F0208-BLK1,W3F0208-BLK1,WKL_W3F0208_W_TURB,2013-06-05T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,122938,4652
57580,000NONPJ,2013-06-05T07:00:00Z,1,Grab,W3F0208-DUP1,W3F0208-DUP1,WKL_W3F0208_W_TURB,2013-06-05T07:00:00Z,2,samplewater,EPA 180.1,Turbidity,Total,NTU,1,18.8,NA,0.024,0.1,DS,0,WKL,RPD 0,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:26Z,5208,NA,NA,122939,4652
57581,000NONPJ,2013-06-05T07:00:00Z,1,Grab,W3F0208-DUP2,W3F0208-DUP2,WKL_W3F0208_W_TURB,2013-06-05T07:00:00Z,2,samplewater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:26Z,5208,NA,NA,122940,4652
57582,LABQA,2013-06-05T07:00:00Z,1,LCS,W3F0208-BS1,W3F0208-BS1,WKL_W3F0208_W_TURB,2013-06-05T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,11.1,NA,0.024,0.1,None,11,WKL,PR 101,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,122941,4652
57727,LABQA,2013-06-10T07:00:00Z,1,LCS,W3F0374-BS1,W3F0374-BS1,WKL_W3F0374_W_COND,2013-06-10T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,202,NA,0.23,2,None,200,WKL,PR 101,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,123086,4637
57728,000NONPJ,2013-06-10T07:00:00Z,1,Grab,W3F0374-DUP1,W3F0374-DUP1,WKL_W3F0374_W_COND,2013-06-10T07:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,643,NA,0.23,2,DS,0,WKL,RPD 2,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:27Z,5208,NA,NA,123087,4637
57729,LABQA,2013-06-10T07:00:00Z,1,LabBlank,W3F0374-BLK1,W3F0374-BLK1,WKL_W3F0374_W_COND,2013-06-10T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,-88,ND,0.23,2,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,123088,4637
57730,SMC13187,2013-06-04T07:00:00Z,1,Grab,WR217212,3F04071-01,WKL_W3F0374_W_COND,2013-06-10T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,2,2100,NA,0.47,4,None,0,WKL,00:00 DF 2,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:55Z,5208,NA,NA,123089,4637
57731,SMC14211,2013-06-04T07:00:00Z,1,Grab,WR217215,3F04071-04,WKL_W3F0374_W_COND,2013-06-10T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,2,2600,NA,0.47,4,None,0,WKL,00:00 DF 2,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:57Z,5208,NA,NA,123090,4637
57732,000NONPJ,2013-06-10T07:00:00Z,1,Grab,W3F0374-DUP1,W3F0374-DUP1,WKL_W3F0374_W_COND,2013-06-10T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,Total,uS/cm,1,632,NA,0.23,2,DS,0,WKL,RPD 2,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:27Z,5208,NA,NA,123091,4637
57781,LABQA,2013-06-11T07:00:00Z,1,LCS,W3F0502-BS1,W3F0502-BS1,WKL_W3F0502_W_pH,2013-06-11T07:00:00Z,1,labwater,SM 4500-H+ B,pH,Total,None,1,6.83,NA,0.1,0.1,None,6.86,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:17Z,5208,NA,NA,123140,4682
57782,000NONPJ,2013-06-11T07:00:00Z,1,Grab,W3F0502-DUP1,W3F0502-DUP1,WKL_W3F0502_W_pH,2013-06-11T07:00:00Z,2,samplewater,SM 4500-H+ B,pH,Total,None,1,6.95,NA,0.1,0.1,DS,0,WKL,RPD 0,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:27Z,5208,NA,NA,123141,4682
57783,000NONPJ,2013-06-11T07:00:00Z,1,Grab,W3F0502-DUP1,W3F0502-DUP1,WKL_W3F0502_W_pH,2013-06-11T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,None,1,6.95,NA,0.1,0.1,DS,0,WKL,RPD 0,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:27Z,5208,NA,NA,123142,4682
57784,SMC03523,2013-06-11T07:00:00Z,1,Grab,WR217654,3F11080-01,WKL_W3F0502_W_pH,2013-06-11T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,None,1,8.19,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:32Z,5208,NA,NA,123143,4682
57785,SMC03523,2013-06-11T07:00:00Z,2,Grab,WR217657,3F11080-03,WKL_W3F0502_W_pH,2013-06-11T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,Total,None,1,8.20,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:32Z,5208,NA,NA,123144,4682
57885,000NONPJ,2013-06-12T07:00:00Z,1,Grab,W3F0535-DUP1,W3F0535-DUP1,WKL_W3F0535_W_TURB,2013-06-12T07:00:00Z,2,samplewater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:27Z,5208,NA,NA,123244,4686
57886,LABQA,2013-06-12T07:00:00Z,1,LabBlank,W3F0535-BLK1,W3F0535-BLK1,WKL_W3F0535_W_TURB,2013-06-12T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:18Z,5208,NA,NA,123245,4686
57887,LABQA,2013-06-12T07:00:00Z,1,LCS,W3F0535-BS1,W3F0535-BS1,WKL_W3F0535_W_TURB,2013-06-12T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,11.0,NA,0.024,0.1,None,11,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:18Z,5208,NA,NA,123246,4686
57888,000NONPJ,2013-06-12T07:00:00Z,1,Grab,W3F0535-DUP1,W3F0535-DUP1,WKL_W3F0535_W_TURB,2013-06-12T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:27Z,5208,NA,NA,123247,4686
57889,SMC03523,2013-06-11T07:00:00Z,1,Grab,WR217654,3F11080-01,WKL_W3F0535_W_TURB,2013-06-12T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.36,NA,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:32Z,5208,NA,NA,123248,4686
57890,SMC03523,2013-06-11T07:00:00Z,2,Grab,WR217657,3F11080-03,WKL_W3F0535_W_TURB,2013-06-12T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,0.19,NA,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:32Z,5208,NA,NA,123249,4686
58139,LABQA,2013-06-14T07:00:00Z,1,LCS,W3F0653-BS1,W3F0653-BS1,WKL_W3F0653_W_TURB,2013-06-14T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,11.0,NA,0.024,0.1,None,11,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:19Z,5208,NA,NA,123498,4704
58140,000NONPJ,2013-06-14T07:00:00Z,1,Grab,W3F0653-DUP1,W3F0653-DUP1,WKL_W3F0653_W_TURB,2013-06-14T07:00:00Z,2,samplewater,EPA 180.1,Turbidity,Total,NTU,1,1.89,NA,0.024,0.1,DS,0,WKL,RPD 0,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:29Z,5208,NA,NA,123499,4704
58141,LABQA,2013-06-14T07:00:00Z,1,LabBlank,W3F0653-BLK1,W3F0653-BLK1,WKL_W3F0653_W_TURB,2013-06-14T07:00:00Z,1,labwater,EPA 180.1,Turbidity,Total,NTU,1,-88,ND,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:19Z,5208,NA,NA,123500,4704
58142,000NONPJ,2013-06-14T07:00:00Z,1,Grab,W3F0653-DUP1,W3F0653-DUP1,WKL_W3F0653_W_TURB,2013-06-14T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,1.89,NA,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:29Z,5208,NA,NA,123501,4704
58143,SMC14099,2013-06-13T07:00:00Z,1,Grab,WR217766,3F14038-01,WKL_W3F0653_W_TURB,2013-06-14T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,Total,NTU,1,1.9,NA,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:56Z,5208,NA,NA,123502,4704
